fold_id,period,residual_load_threshold,A_price_calendar_MAE,A_price_calendar_RMSE,B_plus_fundamentals_MAE,B_plus_fundamentals_RMSE,C_plus_hormuz_MAE,C_plus_hormuz_RMSE,D_plus_interactions_MAE,D_plus_interactions_RMSE
144,BASELINE,41203.72760416667,9.852614832903164,9.852614832903164,1.4453553953169518,1.4453553953169518,1.4453553953169518,1.4453553953169518,0.38302187777163965,0.38302187777163965
145,BASELINE,41169.030989583334,10.301743853359284,10.301743853359284,3.650843637768446,3.650843637768446,3.650843637768446,3.650843637768446,2.3769761939922205,2.3769761939922205
146,BASELINE,41119.049999999996,3.1768894931618092,3.1768894931618092,4.582257525573539,4.582257525573539,4.582257525573539,4.582257525573539,5.014459245507439,5.014459245507439
147,BASELINE,41097.77734375,18.19189875279413,18.19189875279413,14.664211294959529,14.664211294959529,14.664211294959529,14.664211294959529,15.341407055954178,15.341407055954178
148,BASELINE,41085.38333333333,35.75809223957636,35.75809223957636,34.3243691685862,34.3243691685862,34.3243691685862,34.3243691685862,34.27749749476307,34.27749749476307
149,BASELINE,41071.73776041667,44.81792930558019,44.81792930558019,51.74657227686278,51.74657227686278,51.74657227686278,51.74657227686278,54.03016312151564,54.03016312151564
150,BASELINE,41090.68645833333,25.342127963304677,25.342127963304677,41.44319445420295,41.44319445420295,41.44319445420295,41.44319445420295,44.59909092947635,44.59909092947635
151,BASELINE,41206.20182291667,8.186872829925306,8.186872829925306,15.879800100659892,15.879800100659892,15.879800100659892,15.879800100659892,16.80235101773944,16.80235101773944
152,BASELINE,41252.972916666666,37.97473227564741,37.97473227564741,36.30196406288569,36.30196406288569,36.30196406288569,36.30196406288569,35.85987945156384,35.85987945156384
153,BASELINE,41209.07213541667,39.72166252585984,39.72166252585984,39.366332382041676,39.366332382041676,39.366332382041676,39.366332382041676,38.263241270939275,38.263241270939275
154,BASELINE,41204.76666666667,38.22742258046917,38.22742258046917,42.73065123618032,42.73065123618032,42.73065123618032,42.73065123618032,42.6326417417354,42.6326417417354
155,BASELINE,41206.20182291667,14.998813469416518,14.998813469416518,4.931934013621287,4.931934013621287,4.931934013621287,4.931934013621287,8.142482594907804,8.142482594907804
156,BASELINE,41252.972916666666,48.04789511478251,48.04789511478251,37.51229504834576,37.51229504834576,37.51229504834576,37.51229504834576,35.559065465964224,35.559065465964224
157,BASELINE,41209.07213541667,28.745873631995245,28.745873631995245,28.051056600017738,28.051056600017738,28.051056600017738,28.051056600017738,31.01657023379726,31.01657023379726
158,BASELINE,41210.50729166667,5.426566946253146,5.426566946253146,12.298701018793913,12.298701018793913,12.298701018793913,12.298701018793913,10.775987757506748,10.775987757506748
159,BASELINE,41203.20807291667,7.387392412454346,7.387392412454346,10.400074647031303,10.400074647031303,10.400074647031303,10.400074647031303,10.464057561174457,10.464057561174457
160,BASELINE,41203.72760416667,43.26585642756149,43.26585642756149,35.5111041537846,35.5111041537846,35.5111041537846,35.5111041537846,35.885573894623036,35.885573894623036
161,BASELINE,41267.90885416667,2.9559433028501587,2.9559433028501587,5.326437102754056,5.326437102754056,5.326437102754056,5.326437102754056,2.7795147962500266,2.7795147962500266
162,BASELINE,41272.411458333336,2.7064969916457358,2.7064969916457358,1.1096609429664852,1.1096609429664852,1.1096609429664852,1.1096609429664852,2.1308156149513877,2.1308156149513877
